scenario,trajectory,config,config_label,oil,oil_label,solar_mult,land_screen,jera_capital,solar_basis,kind,rescaled,short_label,description,total_cost_bn,conv_capital_bn,mip_gap_requested,mip_gap_achieved,source_dir
nlv2b_wr_C6_LNG500_refbrent_j120,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,Waiau + JERA LNG 500 (alt cell) · EIA-ref oil · base rooftop · JERA +20%,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). JERA plant capital at the +20% case.",28.4905,0.0,0.001,0.000670675,R010_outputs_nlv2b_wr_C6_LNG500_refbrent_j120
nlv2b_wr_C6_LNG500_refbrent_j120_adv,Conservative rooftop (base),wr_C6_LNG500,Waiau + JERA LNG 500 (alt cell),refbrent,EIA reference,1.0,Reference,+20%,ATB Advanced,model,0,Waiau + JERA LNG 500 (alt cell) · EIA-ref oil · base rooftop · ATB-Adv · JERA +20%,"The Waiau Repower plus JERA's 500 MW LNG plant (both projects, alternate cell). Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",27.2186,0.0,0.001,0.000823448,R010_outputs_nlv2b_wr_C6_LNG500_refbrent_j120_adv
nlv2s_C1_LSFO250_futbrent,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 250 MW · futures oil · trend rooftop","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050.",24.5834,0.0,0.001,0.000982051,R010_outputs_nlv2s_C1_LSFO250_futbrent
nlv2s_C1_LSFO250_futbrent_adv,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 250 MW · futures oil · trend rooftop · ATB-Adv","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",23.2654,0.0,0.001,0.000928935,R010_outputs_nlv2s_C1_LSFO250_futbrent_adv
nlv2s_C1_LSFO250_highbrent,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 250 MW · high oil · trend rooftop","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",27.7158,0.0,0.001,0.000877577,R010_outputs_nlv2s_C1_LSFO250_highbrent
nlv2s_C1_LSFO250_highbrent_adv,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 250 MW · high oil · trend rooftop · ATB-Adv","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",26.0897,0.0,0.001,0.000918022,R010_outputs_nlv2s_C1_LSFO250_highbrent_adv
nlv2s_C1_LSFO250_lowbrent,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 250 MW · low oil · trend rooftop","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",21.6554,0.0,0.001,0.00097521,R010_outputs_nlv2s_C1_LSFO250_lowbrent
nlv2s_C1_LSFO250_lowbrent_adv,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 250 MW · low oil · trend rooftop · ATB-Adv","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",20.5187,0.0,0.001,0.000908249,R010_outputs_nlv2s_C1_LSFO250_lowbrent_adv
nlv2s_C1_LSFO250_refbrent,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 250 MW · EIA-ref oil · trend rooftop","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",26.0638,0.0,0.001,0.000928474,R010_outputs_nlv2s_C1_LSFO250_refbrent
nlv2s_C1_LSFO250_refbrent_adv,Trend rooftop (sensitivity),C1_LSFO250,"New LSFO plant, 250 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 250 MW · EIA-ref oil · trend rooftop · ATB-Adv","A new 250 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",24.6539,0.0,0.001,0.000949947,R010_outputs_nlv2s_C1_LSFO250_refbrent_adv
nlv2s_C2_LSFO375_futbrent,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 375 MW · futures oil · trend rooftop","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050.",24.9734,0.0,0.001,0.000974287,R010_outputs_nlv2s_C2_LSFO375_futbrent
nlv2s_C2_LSFO375_futbrent_adv,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 375 MW · futures oil · trend rooftop · ATB-Adv","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",23.6687,0.0,0.001,0.000957294,R010_outputs_nlv2s_C2_LSFO375_futbrent_adv
nlv2s_C2_LSFO375_highbrent,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 375 MW · high oil · trend rooftop","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",28.1165,0.0,0.001,0.000699082,R010_outputs_nlv2s_C2_LSFO375_highbrent
nlv2s_C2_LSFO375_highbrent_adv,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 375 MW · high oil · trend rooftop · ATB-Adv","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",26.5422,0.0,0.001,0.000983397,R010_outputs_nlv2s_C2_LSFO375_highbrent_adv
nlv2s_C2_LSFO375_lowbrent,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 375 MW · low oil · trend rooftop","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",22.084,0.0,0.001,0.00106637,R010_outputs_nlv2s_C2_LSFO375_lowbrent
nlv2s_C2_LSFO375_lowbrent_adv,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 375 MW · low oil · trend rooftop · ATB-Adv","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",20.9248,0.0,0.001,0.000875209,R010_outputs_nlv2s_C2_LSFO375_lowbrent_adv
nlv2s_C2_LSFO375_refbrent,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 375 MW · EIA-ref oil · trend rooftop","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",26.4274,0.0,0.001,0.000798295,R010_outputs_nlv2s_C2_LSFO375_refbrent
nlv2s_C2_LSFO375_refbrent_adv,Trend rooftop (sensitivity),C2_LSFO375,"New LSFO plant, 375 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 375 MW · EIA-ref oil · trend rooftop · ATB-Adv","A new 375 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",25.0355,0.0,0.001,0.000904235,R010_outputs_nlv2s_C2_LSFO375_refbrent_adv
nlv2s_C3_LSFO500_futbrent,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · futures oil · trend rooftop","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.4169,0.0,0.001,0.000949953,R010_outputs_nlv2s_C3_LSFO500_futbrent
nlv2s_C3_LSFO500_futbrent_adv,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · futures oil · trend rooftop · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",24.1253,0.0,0.001,0.000994183,R010_outputs_nlv2s_C3_LSFO500_futbrent_adv
nlv2s_C3_LSFO500_highbrent,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · high oil · trend rooftop","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",28.5667,0.0,0.001,0.000907213,R010_outputs_nlv2s_C3_LSFO500_highbrent
nlv2s_C3_LSFO500_highbrent_adv,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · high oil · trend rooftop · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",27.0137,0.0,0.001,0.000823006,R010_outputs_nlv2s_C3_LSFO500_highbrent_adv
nlv2s_C3_LSFO500_lowbrent,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · low oil · trend rooftop","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",22.552,0.0,0.001,0.000884905,R010_outputs_nlv2s_C3_LSFO500_lowbrent
nlv2s_C3_LSFO500_lowbrent_adv,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · low oil · trend rooftop · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",21.3858,0.0,0.001,0.000943725,R010_outputs_nlv2s_C3_LSFO500_lowbrent_adv
nlv2s_C3_LSFO500_refbrent,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LSFO plant, 500 MW · EIA-ref oil · trend rooftop","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",26.8671,0.0,0.001,0.000846311,R010_outputs_nlv2s_C3_LSFO500_refbrent
nlv2s_C3_LSFO500_refbrent_adv,Trend rooftop (sensitivity),C3_LSFO500,"New LSFO plant, 500 MW",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LSFO plant, 500 MW · EIA-ref oil · trend rooftop · ATB-Adv","A new 500 MW combined-cycle plant burning low-sulfur fuel oil is built; no LNG imports. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",25.4715,0.0,0.001,0.000576419,R010_outputs_nlv2s_C3_LSFO500_refbrent_adv
nlv2s_C4_NOTHERMAL_futbrent,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,No new fuel plant · futures oil · trend rooftop,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050.",24.0954,0.0,0.001,0.00099867,R010_outputs_nlv2s_C4_NOTHERMAL_futbrent
nlv2s_C4_NOTHERMAL_futbrent_adv,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Advanced,model,0,No new fuel plant · futures oil · trend rooftop · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",22.7287,0.0,0.001,0.000924418,R010_outputs_nlv2s_C4_NOTHERMAL_futbrent_adv
nlv2s_C4_NOTHERMAL_highbrent,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,No new fuel plant · high oil · trend rooftop,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",27.1079,0.0,0.001,0.000935455,R010_outputs_nlv2s_C4_NOTHERMAL_highbrent
nlv2s_C4_NOTHERMAL_highbrent_adv,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,No new fuel plant · high oil · trend rooftop · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",25.3692,0.0,0.001,0.000935762,R010_outputs_nlv2s_C4_NOTHERMAL_highbrent_adv
nlv2s_C4_NOTHERMAL_lowbrent,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,No new fuel plant · low oil · trend rooftop,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",20.987,0.0,0.001,0.000869832,R010_outputs_nlv2s_C4_NOTHERMAL_lowbrent
nlv2s_C4_NOTHERMAL_lowbrent_adv,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Advanced,model,0,No new fuel plant · low oil · trend rooftop · ATB-Adv,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",19.8516,0.0,0.001,0.00085003,R010_outputs_nlv2s_C4_NOTHERMAL_lowbrent_adv
nlv2s_C4_NOTHERMAL_refbrent,Trend rooftop (sensitivity),C4_NOTHERMAL,No new fuel plant,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,No new fuel plant · EIA-ref oil · trend rooftop,"No new fuel-burning plant is built; solar, storage, wind, and geothermal grow on top of the existing fleet. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.6216,0.0,0.001,0.000956313,R010_outputs_nlv2s_C4_NOTHERMAL_refbrent
